user_id,/tutorial/step-three,/tutorial/step-two,/tutorial/step-one,/,/signup,/features,/tutorial/intro,/tutorial/end,/features/web,/pricing,/tutorial/step-four,/features/mobile,/features/desktop,/about
1513,0,0,0,16,6,18,20,0,0,0,0,14,0,0
1514,0,0,0,15,0,0,0,0,0,0,0,0,0,0
1515,0,0,0,16,0,0,0,0,0,0,0,0,0,0
1516,11,10,18,10,9,0,18,10,0,0,10,0,0,0
1517,2,14,19,19,6,0,7,9,3,0,4,14,0,0
1518,0,0,0,14,14,0,14,0,0,0,0,9,0,0
1519,0,0,0,17,0,0,0,0,0,0,0,0,0,0
1520,17,18,3,1,3,1,16,5,0,0,1,3,17,0
1521,0,0,0,2,7,14,0,0,19,8,0,0,9,0
1522,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1523,0,0,0,9,0,0,0,0,0,0,0,0,0,0
1524,19,19,8,9,5,0,7,0,7,1,0,0,13,0
1525,6,15,9,2,4,4,2,16,0,0,8,0,0,0
1526,0,0,0,1,0,0,0,0,0,0,0,0,0,11
1527,1,4,5,7,11,0,6,15,0,0,15,2,9,0
1528,17,2,1,1,9,0,19,0,0,0,0,0,0,0
1529,19,13,10,1,3,0,14,6,5,0,9,0,18,0
1530,0,0,0,20,7,13,2,0,11,0,0,0,0,0
1531,0,0,0,8,0,0,0,0,0,0,0,0,0,0
1532,0,0,0,18,0,0,0,0,0,0,0,0,0,0
1533,0,0,0,11,16,0,18,0,0,0,0,0,0,0
1534,0,0,9,20,4,8,8,0,0,0,0,7,0,0
1535,0,0,0,10,0,0,0,0,0,0,0,0,0,0
1536,13,7,8,8,15,15,6,4,6,16,1,11,0,0
1537,0,0,0,2,1,0,0,0,0,0,0,0,1,0
1538,0,0,0,10,12,14,6,0,0,0,0,0,17,0
1539,0,0,0,19,11,7,5,0,0,0,0,11,0,0
1540,0,0,0,11,1,0,2,0,7,0,0,6,20,0
1541,0,0,0,19,0,0,0,0,3,0,0,0,0,0
1542,9,20,8,7,20,0,4,20,0,0,1,0,14,0
1543,0,0,0,1,1,0,0,0,2,0,0,1,0,0
1544,0,0,0,1,1,2,0,0,1,0,0,1,0,0
1545,13,15,8,7,12,0,11,11,0,0,15,0,2,0
1546,0,0,0,1,2,0,0,0,0,0,0,0,1,0
1547,17,18,14,1,7,0,7,5,5,0,12,0,0,0
1548,1,8,9,1,3,0,13,5,0,0,14,13,0,0
1549,0,0,0,7,0,0,0,0,15,0,0,0,0,0
1550,0,0,0,15,0,0,0,0,0,0,0,19,0,0
1551,13,12,12,5,12,0,10,0,18,14,0,0,5,0
1552,9,1,14,18,8,0,15,2,0,0,1,0,6,0
1553,0,0,0,6,3,0,1,0,8,0,0,0,0,0
1554,0,0,0,10,1,0,11,0,12,0,0,0,0,0
1555,11,16,16,19,20,0,17,13,0,0,1,11,0,0
1556,0,0,0,16,16,0,0,0,0,0,0,0,6,0
1557,3,12,12,17,12,0,14,5,0,0,13,0,0,0
1558,19,15,17,6,5,0,6,7,0,0,6,0,0,0
1559,0,0,0,17,0,0,0,0,0,0,0,0,0,0
1560,0,0,0,9,0,0,0,0,0,0,0,0,0,0
1561,20,15,18,17,4,0,6,0,16,0,0,14,20,0
1562,0,0,0,11,15,0,15,0,0,0,0,0,0,16
1563,0,0,0,19,0,0,0,0,0,0,0,1,0,0
1564,13,19,12,11,11,0,10,10,3,0,14,0,0,0
1565,18,5,8,1,12,1,3,0,0,0,18,10,0,0
1566,0,0,0,20,0,0,0,0,0,0,0,0,0,0
1567,0,0,0,2,7,0,14,0,12,0,0,0,0,0
1568,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1569,4,6,15,14,9,2,3,0,0,0,0,0,0,8
1570,0,0,0,3,11,0,15,0,0,11,0,0,0,0
1571,17,20,12,1,1,14,12,11,7,0,12,0,19,0
1572,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1573,0,17,2,16,8,0,13,0,0,0,0,0,19,0
1574,0,0,0,4,5,0,0,0,13,0,0,0,16,0
1575,0,0,6,3,1,0,11,0,7,0,0,7,16,0
1576,0,0,0,20,0,0,0,0,0,0,0,0,0,0
1577,0,0,0,6,6,0,8,0,13,0,0,0,0,0
1578,0,0,7,5,2,0,20,0,14,0,0,0,20,0
1579,20,3,17,17,8,0,19,0,0,0,0,0,17,17
1580,1,16,2,17,14,0,3,0,0,0,20,0,0,0
1581,0,0,0,10,1,0,3,0,0,0,0,10,17,0
1582,0,0,0,18,11,0,1,0,0,0,0,0,2,0
1583,0,0,0,11,0,11,0,0,0,0,0,0,0,0
1584,10,14,16,19,3,8,18,0,0,0,4,8,0,0
1585,3,2,19,5,16,2,15,16,0,0,17,0,1,0
1586,0,0,0,1,2,2,0,0,0,0,0,0,0,2
1587,0,2,14,1,10,0,11,0,0,3,0,6,7,0
1588,1,8,17,15,20,11,20,15,18,0,20,0,0,0
1589,0,0,0,9,2,11,0,0,0,0,0,0,13,0
1590,0,0,0,19,0,0,0,0,0,0,0,0,0,0
1591,0,0,14,14,2,0,18,0,0,0,0,0,0,0
1592,0,0,0,9,0,0,0,0,0,0,0,0,0,0
1593,0,0,0,18,0,0,0,0,0,0,0,0,0,0
1594,0,0,0,19,0,0,0,0,5,0,0,0,0,4
1595,0,0,0,19,0,0,0,0,0,0,0,0,0,0
1596,0,0,0,2,1,1,0,0,0,0,0,2,0,0
1597,0,0,0,9,4,0,20,0,0,8,0,0,0,0
1598,0,0,0,2,1,0,0,0,0,0,0,0,0,0
1599,0,0,0,19,0,0,0,0,0,0,0,0,0,0
1600,0,0,0,14,0,0,0,0,0,0,0,0,0,0
1601,0,18,15,12,6,15,16,0,0,0,0,0,1,0
1602,0,0,0,13,0,0,0,0,0,0,0,0,0,0
1603,0,0,0,20,4,0,0,0,0,0,0,12,11,0
1604,20,20,18,3,12,0,5,0,0,0,11,1,0,0
1605,13,14,4,18,15,0,18,0,0,0,1,0,18,0
1606,0,0,0,13,12,0,0,0,0,14,0,0,2,0
1607,0,0,14,2,13,18,2,0,0,0,0,0,0,0
1608,0,0,0,1,3,0,15,0,7,9,0,13,0,0
1609,6,6,18,15,1,4,6,20,0,0,6,0,0,0
1610,0,0,0,14,0,0,0,0,0,0,0,0,0,0
1611,16,2,16,4,10,0,9,6,2,0,3,15,0,0
1612,0,0,0,16,0,0,0,0,0,0,0,0,0,0
1613,0,0,0,6,2,0,9,0,0,0,0,0,0,0
1614,0,0,0,7,20,0,0,0,0,0,0,0,0,0
1615,0,0,0,15,20,0,0,0,11,15,0,0,0,0
1616,0,0,0,1,2,1,0,0,2,0,0,2,0,0
1617,0,0,0,6,0,19,0,0,0,0,0,0,0,0
1618,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1619,1,13,17,9,15,0,8,0,0,0,0,0,0,0
1620,0,0,0,8,0,0,0,0,0,0,0,0,0,0
1621,17,17,3,1,13,1,3,3,0,0,7,8,0,0
1622,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1623,0,0,8,17,20,0,19,0,0,0,0,16,0,0
1624,0,0,0,14,0,0,0,0,0,0,0,0,0,0
1625,0,0,0,6,0,0,0,0,0,0,0,0,0,0
1626,9,15,14,7,8,0,13,19,0,0,5,0,0,0
1627,6,8,12,15,14,0,8,12,7,0,13,0,0,0
1628,0,4,8,13,19,9,18,0,10,0,0,19,0,0
1629,0,0,0,5,17,14,0,0,6,0,0,0,0,0
1630,0,0,0,13,0,0,0,0,0,0,0,0,0,0
1631,0,0,0,9,0,15,0,0,0,0,0,0,0,0
1632,0,0,2,9,18,0,17,0,0,0,0,1,0,0
1633,0,0,0,10,18,8,11,0,0,0,0,0,16,0
1634,0,0,0,2,0,0,0,0,0,0,0,0,0,0
1635,0,0,0,12,0,13,0,0,0,2,0,0,0,0
1636,0,0,0,19,18,0,8,0,17,0,0,16,0,0
1637,5,15,18,8,14,0,2,0,0,0,20,0,11,0
1638,9,8,1,15,5,0,11,8,0,13,20,0,0,0
1639,0,0,0,11,15,0,13,0,0,0,0,0,0,0
1640,0,0,0,1,1,2,0,0,0,0,0,1,0,0
1641,8,1,8,1,9,0,6,0,18,19,0,12,4,0
1642,6,15,4,19,1,0,12,0,0,0,0,0,0,0
1643,0,6,3,11,2,0,10,0,13,0,0,0,9,0
1644,3,14,4,16,14,0,19,4,0,11,1,0,8,0
1645,0,0,0,18,6,0,13,0,0,0,0,0,0,0
1646,2,3,14,7,15,0,16,7,19,0,9,0,0,0
1647,4,9,1,15,7,0,2,1,0,0,11,13,0,8
1648,14,8,12,13,2,0,19,15,15,0,4,0,1,0
1649,2,6,12,5,12,10,5,2,0,0,14,2,17,0
1650,0,0,0,14,0,0,0,0,0,0,0,0,0,0
1651,16,11,17,19,9,2,13,0,0,0,20,12,0,0
1652,0,0,0,14,10,6,0,0,0,0,0,0,16,0
1653,20,7,1,20,11,0,7,0,11,0,0,1,0,0
1654,0,0,0,6,0,0,0,0,0,0,0,0,0,0
1655,0,14,12,1,9,0,16,0,19,0,0,0,17,0
1656,6,15,17,3,7,8,11,0,0,0,20,8,0,0
1657,0,0,0,11,7,3,16,0,3,0,0,0,0,0
1658,7,10,16,5,1,0,3,13,0,0,6,0,0,0
1659,8,16,17,2,6,0,1,0,0,0,1,0,0,0
1660,9,3,15,11,14,0,13,3,0,0,13,0,0,0
1661,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1662,2,12,5,13,18,0,10,0,0,0,0,0,15,0
1663,0,0,0,5,0,5,0,0,10,18,0,18,9,0
1664,0,0,0,10,0,0,0,0,0,0,0,0,0,0
1665,7,10,11,18,10,0,8,1,0,0,8,0,0,0
1666,0,0,0,18,0,0,0,0,0,0,0,0,0,0
1667,0,0,0,15,3,0,0,0,0,0,0,0,0,0
1668,0,0,0,19,3,0,0,0,0,0,0,0,2,0
1669,0,10,18,15,5,0,4,0,0,0,0,0,0,0
1670,0,0,0,6,0,1,0,0,0,0,0,0,0,7
1671,3,2,18,2,15,0,6,10,0,0,2,0,0,0
1672,15,12,18,5,9,0,10,1,20,19,4,0,0,0
1673,0,0,18,8,4,2,16,0,0,0,0,3,0,0
1674,8,3,17,19,1,0,19,18,0,0,3,19,0,0
1675,0,0,0,9,0,3,0,0,0,0,0,3,0,0
1676,0,0,0,8,15,0,2,0,10,0,0,0,2,0
1677,0,0,0,15,19,0,7,0,5,0,0,0,0,0
1678,0,0,0,20,9,0,0,0,0,0,0,0,0,0
1679,0,0,18,6,19,0,18,0,11,0,0,0,0,0
1680,0,0,0,9,0,0,0,0,0,0,0,0,0,0
1681,0,0,0,20,0,0,0,0,0,0,0,0,0,0
1682,3,19,6,12,14,0,2,12,0,0,5,10,0,0
1683,9,20,17,16,3,0,17,0,0,0,13,0,16,0
1684,0,0,0,14,0,0,0,0,0,0,0,0,0,0
1685,0,0,0,18,0,0,0,0,0,0,0,0,0,0
1686,0,0,0,20,3,6,0,0,19,0,0,0,0,0
1687,0,0,0,16,20,7,0,0,0,0,0,0,0,0
1688,0,0,0,10,0,0,0,0,0,0,0,0,0,0
1689,9,11,14,12,10,0,18,9,0,0,11,0,0,0
1690,0,0,0,16,11,0,17,0,2,0,0,0,11,0
1691,0,0,0,13,1,0,0,0,0,0,0,0,0,0
1692,0,0,0,6,0,0,0,0,0,0,0,0,9,0
1693,0,0,0,18,0,0,0,0,0,0,0,0,0,0
1694,0,0,0,8,0,0,0,0,0,0,0,0,0,16
1695,0,0,18,5,17,0,11,0,0,0,0,0,10,0
1696,0,0,0,16,8,0,16,0,0,0,0,18,0,0
1697,5,8,9,20,12,0,12,11,0,0,3,0,7,0
1698,0,0,0,2,1,0,0,0,0,1,0,0,0,0
1699,17,14,11,7,6,15,18,15,0,0,8,0,0,0
1700,0,3,13,15,1,0,15,0,0,0,0,0,0,0
1701,13,14,13,16,3,0,20,1,0,0,6,0,1,0
1702,0,0,0,20,5,0,0,0,0,0,0,8,0,0
1703,5,9,7,1,10,0,15,11,0,0,3,0,0,0
1704,0,0,0,10,5,0,4,0,11,0,0,18,6,0
1705,0,0,0,8,6,0,1,0,0,0,0,17,0,0
1706,6,12,3,6,10,0,5,8,0,0,3,2,0,0
1707,0,0,14,3,20,14,6,0,20,3,0,0,3,0
1708,0,0,0,5,6,0,0,0,14,0,0,0,0,0
1709,0,0,0,3,12,18,0,0,13,0,0,2,0,0
1710,0,0,0,19,12,0,0,0,9,0,0,0,0,0
1711,0,0,0,8,4,0,12,0,1,0,0,12,19,0
1712,20,20,2,16,13,0,19,0,0,11,0,9,0,0
1713,0,0,1,2,12,13,15,0,13,0,0,0,9,0
1714,0,0,0,14,20,0,0,0,8,3,0,3,17,0
1715,0,0,0,10,11,0,0,0,0,0,0,0,0,0
1716,9,1,17,9,2,0,18,14,10,0,13,0,5,0
1717,0,0,0,14,16,3,4,0,0,0,0,0,16,0
1718,14,14,16,17,15,0,12,0,20,0,3,0,20,0
1719,0,0,0,8,13,12,0,0,0,0,0,0,0,0
1720,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1721,1,18,17,13,10,0,6,0,0,0,0,0,0,0
1722,0,0,0,2,7,0,7,0,0,0,0,0,3,0
1723,0,0,0,2,7,0,12,0,0,0,0,0,13,0
1724,0,0,0,20,0,0,0,0,0,0,0,0,0,0
1725,14,9,18,18,12,0,7,10,5,0,19,0,0,18
1726,0,0,0,15,8,9,14,0,10,0,0,0,10,0
1727,20,17,19,1,19,0,11,0,0,0,11,0,0,0
1728,0,0,0,20,0,0,0,0,0,0,0,0,0,0
1729,0,0,0,12,4,0,9,0,18,0,0,0,0,0
1730,19,19,13,16,19,8,6,20,0,0,3,0,18,0
1731,0,0,0,18,0,0,0,0,0,0,0,0,0,0
1732,0,0,0,1,2,0,0,0,2,0,0,2,0,0
1733,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1734,0,0,0,18,0,19,0,0,0,0,0,0,0,0
1735,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1736,7,16,3,13,17,0,15,3,0,0,2,18,13,0
1737,0,0,0,15,17,0,20,0,3,0,0,0,0,0
1738,0,0,0,13,0,0,0,0,0,0,0,0,0,0
1739,0,0,0,8,0,0,0,0,0,0,0,0,0,0
1740,7,13,1,5,11,0,17,12,0,0,11,12,0,0
1741,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1742,0,0,0,9,9,0,0,0,12,0,0,8,8,0
1743,0,0,0,7,0,0,0,0,0,0,0,0,0,0
1744,15,16,17,5,4,0,4,16,11,0,17,0,11,0
1745,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1746,18,16,4,11,14,0,7,3,0,0,17,0,0,0
1747,0,0,0,15,0,0,0,0,0,0,0,0,0,0
1748,0,0,0,17,0,0,0,0,0,0,0,0,0,0
1749,0,0,0,2,7,0,8,0,0,0,0,0,0,0
1750,0,0,0,11,6,0,0,0,0,0,0,0,0,0
1751,0,0,0,6,13,0,15,0,0,0,0,0,0,0
1752,0,0,0,6,3,0,0,0,0,0,0,0,0,0
1753,0,0,0,11,0,0,0,0,0,0,0,0,0,0
1754,2,14,18,8,6,0,6,13,0,0,19,0,0,0
1755,18,2,9,1,1,16,10,16,0,0,17,0,5,0
1756,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1757,20,20,1,19,15,0,1,0,0,0,11,4,0,0
1758,9,7,9,14,9,0,2,12,0,0,2,5,0,0
1759,11,10,16,5,1,10,3,0,0,0,12,18,0,0
1760,0,0,0,9,0,0,0,0,0,0,0,0,0,0
1761,0,0,0,20,0,0,0,0,0,0,0,0,0,0
1762,12,15,2,17,5,2,4,2,0,0,6,0,9,0
1763,19,10,7,10,1,9,20,0,0,0,1,0,0,0
1764,0,0,0,11,0,0,0,0,0,0,0,0,0,0
1765,8,14,7,9,18,0,8,0,3,0,8,0,9,0
1766,0,0,0,4,0,2,0,0,0,1,0,0,0,0
1767,0,0,0,4,5,0,0,0,3,0,0,0,3,0
1768,0,0,0,13,13,0,0,0,0,0,0,0,0,0
1769,11,19,5,9,4,0,7,0,19,0,4,0,0,0
1770,0,0,0,19,0,0,0,0,0,0,0,0,0,0
1771,0,0,0,9,10,20,0,0,0,0,0,12,0,0
1772,0,0,0,8,0,0,0,0,12,0,0,16,0,0
1773,8,8,12,10,10,0,9,12,0,0,3,6,0,0
1774,3,10,7,17,2,0,2,0,9,0,15,17,0,0
1775,19,3,6,15,11,13,19,10,4,0,13,0,0,0
1776,15,14,18,2,17,0,10,0,12,0,11,0,0,13
1777,0,0,0,11,0,0,0,0,0,0,0,0,0,0
1778,13,18,19,4,6,0,6,17,0,0,17,9,15,0
1779,0,0,0,7,2,0,4,0,0,0,0,7,0,0
1780,0,0,0,15,20,0,0,0,0,0,0,0,0,0
1781,0,0,0,14,0,0,0,0,0,0,0,0,0,0
1782,0,0,0,11,12,0,0,0,0,0,0,12,0,0
1783,0,0,0,14,0,0,0,0,0,0,0,0,0,0
1784,0,2,2,18,8,0,16,0,9,0,0,0,0,0
1785,0,0,0,10,0,14,0,0,0,0,0,0,0,0
1786,16,3,15,1,1,0,7,20,0,0,3,0,14,0
1787,0,0,0,11,2,0,0,0,0,0,0,11,6,0
1788,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1789,0,0,0,12,0,0,0,0,0,0,0,0,0,0
1790,0,0,0,15,6,0,0,0,8,0,0,0,15,0
1791,0,0,0,4,4,19,0,0,6,14,0,0,0,0
1792,0,0,0,12,0,11,0,0,0,0,0,0,0,8
1793,0,0,0,1,1,2,0,0,1,0,0,0,0,0
1794,0,0,0,8,0,0,0,0,0,0,0,0,0,0
1795,8,3,7,7,17,0,11,0,0,0,0,0,0,6
1796,0,0,0,10,7,0,19,0,0,0,0,0,0,0
1797,0,0,0,1,2,2,0,0,0,0,0,0,0,0
1798,0,0,0,11,0,0,0,0,0,2,0,0,17,0
1799,0,0,0,7,11,0,18,0,0,0,0,0,13,0
1800,0,0,0,1,1,0,0,0,0,0,0,0,1,0
1801,0,0,0,17,10,0,0,0,19,0,0,17,0,0
1802,0,0,0,12,3,0,0,0,0,14,0,0,0,0
1803,18,4,2,11,17,0,4,8,19,0,12,0,0,7
1804,0,0,0,6,0,0,0,0,0,0,0,0,0,13
1805,0,0,0,3,9,0,7,0,0,0,0,0,10,0
1806,18,8,2,17,20,0,19,0,0,0,0,11,0,0
1807,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1808,2,2,15,2,2,0,16,10,12,0,20,2,0,0
1809,16,14,12,7,9,0,7,0,0,0,0,17,0,0
1810,16,13,4,17,14,6,14,13,0,0,14,0,0,0
1811,0,0,0,20,0,0,0,0,0,0,0,0,0,0
1812,0,0,0,1,19,0,0,0,0,0,0,0,0,0
1813,0,0,17,9,16,0,6,0,0,0,0,0,0,7
1814,0,0,0,8,15,0,17,0,20,0,0,0,0,0
1815,2,20,17,6,17,0,2,14,8,0,11,0,0,0
1816,0,0,10,9,18,0,17,0,11,0,0,0,0,0
1817,11,4,8,1,10,0,13,16,3,0,9,20,0,0
1818,0,0,0,5,0,14,0,0,0,0,0,0,0,0
1819,0,0,0,11,0,0,0,0,0,0,0,0,0,0
1820,3,18,19,6,20,16,3,17,4,0,12,0,0,0
1821,0,0,0,1,0,3,0,0,0,14,0,0,20,0
1822,14,7,8,8,5,3,11,3,0,0,18,5,0,0
1823,12,4,11,12,14,5,1,11,0,0,2,0,12,0
1824,0,0,0,18,0,0,0,0,0,0,0,0,0,0
1825,0,0,0,2,2,0,0,0,1,0,0,0,1,0
1826,0,0,0,17,15,0,0,0,0,0,0,10,0,0
1827,0,19,3,16,13,15,9,0,0,0,0,0,0,0
1828,12,6,10,12,2,0,6,0,0,0,0,0,0,0
1829,0,0,0,4,0,0,0,0,0,0,0,0,0,0
1830,0,0,0,20,20,2,0,0,0,5,0,3,0,0
1831,0,0,0,10,7,3,0,0,0,0,0,0,11,4
1832,0,0,0,15,0,0,0,0,0,0,0,0,0,0
1833,0,0,0,18,0,0,0,0,0,0,0,0,0,0
1834,0,0,6,12,10,0,12,0,9,8,0,0,0,0
1835,0,0,0,10,6,0,0,0,0,0,0,0,0,0
1836,11,2,6,17,11,0,18,12,0,20,7,0,12,0
1837,0,0,0,19,1,0,0,0,0,0,0,0,8,0
1838,0,0,0,14,6,0,17,0,0,0,0,0,1,0
1839,0,0,0,15,3,0,0,0,5,0,0,0,0,0
1840,0,0,2,14,3,7,3,0,0,0,0,0,5,0
1841,0,0,0,5,0,0,0,0,0,0,0,0,0,0
1842,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1843,0,0,0,12,0,0,0,0,4,0,0,0,0,0
1844,0,0,0,19,15,0,0,0,0,0,0,0,1,0
1845,0,0,0,2,1,1,0,0,0,0,0,0,1,0
1846,0,0,0,20,2,0,0,0,15,16,0,0,0,0
1847,0,0,10,2,13,0,7,0,8,0,0,0,9,0
1848,14,15,20,8,15,0,6,4,4,0,10,0,0,0
1849,9,19,4,18,17,0,7,18,4,0,19,19,12,0
1850,0,0,0,15,9,0,5,0,6,0,0,0,0,0
1851,13,9,13,17,2,0,19,12,20,0,19,0,0,0
1852,0,0,0,1,1,2,0,0,2,0,0,0,0,0
1853,0,0,0,1,2,0,0,0,1,0,0,0,0,0
1854,11,4,11,9,8,0,15,14,20,0,19,13,0,0
1855,12,11,7,3,6,0,17,14,0,0,3,0,10,13
1856,0,0,0,19,0,15,0,0,0,15,0,0,0,0
1857,0,0,0,13,6,0,0,0,0,0,0,1,19,0
1858,0,0,0,14,4,0,3,0,0,20,0,0,0,0
1859,0,0,0,9,0,0,0,0,0,0,0,0,0,0
1860,12,7,19,11,7,0,11,11,11,0,1,0,0,0
1861,0,0,0,11,0,0,0,0,0,0,0,0,0,0
1862,0,0,0,1,2,0,0,0,0,0,0,2,0,0
1863,0,0,0,13,13,0,7,0,0,0,0,0,20,0
1864,0,0,0,12,18,0,0,0,9,0,0,0,0,0
1865,0,0,0,19,2,6,0,0,6,0,0,0,14,0
1866,18,9,2,17,10,13,8,5,0,0,2,18,19,0
1867,0,0,0,2,16,0,0,0,10,0,0,3,19,0
1868,12,8,5,4,3,0,6,0,0,0,0,0,0,0
1869,0,1,3,6,4,0,12,0,2,0,0,0,0,0
1870,17,8,3,7,15,20,19,11,0,0,11,3,0,0
1871,11,16,13,10,7,0,11,0,14,0,18,0,5,0
1872,0,0,0,5,0,0,0,0,0,0,0,0,0,0
1873,0,0,0,6,4,0,0,0,0,3,0,0,19,0
1874,0,0,0,18,0,0,0,0,0,0,0,2,0,0
1875,18,6,5,6,10,19,11,11,0,0,8,1,20,0
1876,5,14,14,6,12,0,6,0,0,0,0,0,15,0
1877,0,11,11,15,11,0,3,0,0,0,0,0,4,0
1878,17,19,14,16,15,0,19,6,0,0,8,14,13,0
1879,9,5,1,18,17,0,10,0,0,0,18,18,0,15
1880,0,0,0,16,15,0,15,0,0,0,0,0,18,0
1881,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1882,0,0,0,7,3,0,0,0,0,0,0,0,0,13
1883,0,0,0,17,7,0,0,0,0,0,0,19,5,0
1884,20,5,13,5,5,0,19,13,13,0,20,18,0,0
1885,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1886,12,8,1,10,15,0,8,15,0,0,18,0,0,0
1887,0,0,0,20,0,0,0,0,0,0,0,0,0,0
1888,18,7,5,12,17,0,16,2,0,0,7,12,0,0
1889,0,0,0,19,0,0,0,0,0,0,0,0,0,0
1890,0,0,0,1,2,0,0,0,1,0,0,1,2,0
1891,9,20,16,20,5,0,2,16,0,0,6,0,0,0
1892,0,0,0,13,16,0,0,0,2,0,0,0,17,0
1893,19,19,19,17,15,0,16,0,8,0,0,0,2,0
1894,12,13,12,10,15,0,2,0,0,0,18,0,0,0
1895,0,0,0,17,1,0,2,0,0,1,0,0,0,0
1896,0,0,0,10,0,0,0,0,0,0,0,0,0,0
1897,0,0,0,10,0,0,0,0,0,0,0,0,0,0
1898,0,0,0,20,6,0,0,0,0,0,0,0,18,0
1899,0,7,7,12,13,0,17,0,2,11,0,4,0,0
1900,0,0,0,1,2,2,0,0,1,0,0,1,0,0
1901,4,13,7,5,18,0,10,10,6,0,16,0,0,0
1902,0,0,3,11,11,9,10,0,0,0,0,0,0,0
1903,0,0,16,11,20,0,6,0,0,0,0,0,0,0
1904,0,0,0,15,7,0,0,0,0,0,0,13,0,0
1905,0,0,0,18,18,3,0,0,0,0,0,0,0,0
1906,0,0,0,2,0,0,0,0,2,0,0,0,0,0
1907,8,3,5,3,13,0,8,0,0,0,0,13,0,0
1908,6,15,11,10,5,0,20,17,0,0,12,0,11,0
1909,0,0,0,9,0,0,0,0,0,0,0,0,0,0
1910,0,0,0,20,7,0,0,0,2,0,0,13,0,0
1911,0,0,0,2,2,0,0,0,0,0,0,0,0,0
1912,0,0,0,9,0,0,0,0,0,0,0,0,0,0
1913,0,0,0,2,0,0,0,0,0,0,0,0,0,0
1914,0,0,0,11,0,0,0,0,0,0,0,0,0,0
1915,0,0,0,9,0,0,0,0,0,0,0,0,0,0
1916,0,0,0,7,0,6,0,0,0,0,0,19,0,0
1917,6,20,18,11,10,0,17,11,0,0,4,0,0,0
1918,0,0,17,4,6,0,7,0,0,0,0,1,0,0
1919,0,0,0,6,0,0,0,0,13,0,0,0,0,0
1920,0,0,15,2,16,0,16,0,15,5,0,19,0,0
1921,0,0,0,2,2,1,0,0,1,0,0,1,2,0
1922,0,20,12,2,13,20,6,0,20,0,0,19,0,0
1923,0,20,12,6,1,0,1,0,19,0,0,0,0,0
1924,13,4,6,8,15,0,14,19,0,0,5,8,19,0
1925,9,18,5,13,18,0,14,4,0,0,6,0,1,0
1926,2,4,4,3,17,0,12,7,0,0,20,6,11,0
1927,0,0,0,2,0,0,0,0,0,0,0,0,0,0
1928,0,0,0,20,5,0,0,0,20,0,0,0,7,0
1929,20,3,17,16,17,0,7,13,0,0,1,0,0,0
1930,0,0,0,1,2,0,0,0,0,2,0,2,0,0
1931,0,0,0,7,0,0,0,0,0,0,0,0,0,0
1932,13,19,14,15,10,0,18,0,0,0,20,0,0,0
1933,2,1,13,13,9,0,14,0,0,0,0,7,0,0
1934,0,0,0,1,2,0,0,0,1,0,0,0,0,0
1935,0,0,0,6,0,9,0,0,0,0,0,0,0,0
1936,0,0,0,16,0,0,0,0,0,0,0,0,0,0
1937,0,0,0,19,0,0,0,0,0,0,0,0,0,0
1938,0,0,0,2,1,0,0,0,0,0,0,0,0,0
1939,11,17,15,13,16,0,2,2,0,0,4,16,0,0
1940,0,0,0,6,0,0,0,0,10,0,0,7,0,0
1941,5,6,19,3,18,0,4,17,8,0,18,0,0,0
1942,0,2,8,16,1,16,12,0,0,0,0,0,0,0
1943,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1944,0,0,0,4,0,0,0,0,0,0,0,0,0,0
1945,0,9,17,16,10,0,8,0,0,0,0,6,0,0
1946,0,0,0,10,0,0,0,0,0,0,0,0,0,0
1947,0,0,11,2,8,0,12,0,0,0,0,9,0,0
1948,0,0,0,19,0,1,0,0,0,8,0,15,0,0
1949,15,14,7,11,14,0,5,2,8,0,16,0,13,0
1950,0,0,0,2,1,0,0,0,0,1,0,0,1,0
1951,0,0,0,6,0,0,0,0,0,0,0,0,0,0
1952,0,1,20,1,6,0,5,0,0,0,0,0,0,0
1953,0,0,0,7,0,0,0,0,0,0,0,0,0,0
1954,0,0,8,13,13,0,16,0,0,0,0,0,11,0
1955,0,0,0,8,6,0,0,0,0,16,0,0,11,0
1956,0,0,0,12,1,12,5,0,0,0,0,0,18,0
1957,0,0,0,20,0,0,0,0,0,0,0,0,0,0
1958,0,0,0,17,8,0,0,0,0,0,0,0,0,0
1959,0,0,0,3,3,0,0,0,0,0,0,11,0,0
1960,0,0,0,7,17,0,13,0,0,0,0,0,0,0
